#n p q pq seed time
18 307 839 257573 93 0.002186745998187689
18 307 853 261871 79 0.0022787829984736163
18 311 433 134663 91 0.002041587002167944
18 311 439 136529 23 0.002220115999080008
18 311 491 152701 4 0.001993435998883797
18 311 757 235427 47 0.0021976009993522894
18 311 811 252221 71 0.0018789490022754762
18 313 659 206267 33 0.002476378002029378
18 313 733 229429 98 0.002367023000260815
18 317 433 137261 21 0.00199541300025885
18 317 479 151843 98 0.002094966999720782
18 317 547 173399 38 0.0021248000011837576
18 317 683 216511 9 0.00196143200082588
18 317 727 230459 67 0.002278227999340743
18 317 769 243773 49 0.002192805000959197
18 317 811 257087 41 0.0022962739967624657
18 331 499 165169 36 0.0022705740011588205
18 331 619 204889 72 0.002160662999813212
18 331 701 232031 30 0.002309715000592405
18 337 419 141203 17 0.0020439740001165774
18 337 443 149291 8 0.002003459998377366
18 337 599 201863 93 0.0022545179999724496
18 337 709 238933 33 0.0021065100008854643
18 337 733 247021 95 0.0021823459974257275
18 337 773 260501 5 0.00218251899786992
18 347 419 145393 95 0.002149676001863554
18 347 571 198137 73 0.002287482002429897
18 347 683 237001 54 0.002287706000061007
18 349 379 132271 95 0.001959907000127714
18 359 617 221503 17 0.0022709190016030334
18 359 659 236581 38 0.002316877998964628
18 367 643 235981 48 0.0020788100009667687
18 367 683 250661 52 0.002282338999066269
18 373 389 145097 46 0.0022020119977241848
18 373 683 254759 27 0.0024217680002038833
18 379 389 147431 70 0.0020596030008164234
18 379 397 150463 16 0.0021039519997430034
18 379 439 166381 19 0.00211956199927954
18 383 421 161243 14 0.00216044699845952
18 383 457 175031 15 0.002048687998467358
18 389 521 202669 34 0.0022560399993380997
18 397 571 226687 57 0.0022189500014064834
18 397 617 244949 8 0.002322716001799563
18 401 467 187267 16 0.002149039999494562
18 401 569 228169 42 0.002557908999733627
18 409 523 213907 27 0.0023073320007824805
18 409 571 233539 84 0.00200570000015432
18 419 461 193159 95 0.0023625899993930943
18 421 509 214289 64 0.0023129840010369662
18 421 523 220183 83 0.002595348996692337
18 421 619 260599 24 0.002262619000248378
18 431 463 199553 41 0.001973067002836615
18 431 571 246101 99 0.0025381590021424927
18 433 463 200479 63 0.002088479002850363
18 433 509 220397 52 0.0021147070001461543
18 439 479 210281 40 0.0020557229981932323
18 443 521 230803 79 0.002240013000118779
18 449 487 218663 98 0.0020569379994412884
18 449 569 255481 23 0.0019843049994960893
18 461 487 224507 10 0.002168516999518033
18 467 523 244241 66 0.0024063289965852164
18 467 541 252647 75 0.0025137249976978637
18 487 523 254701 11 0.002078416997392196
18 499 523 260977 84 0.002334308999706991
19 263 997 262211 2 0.0031324240007961635
19 277 977 270629 71 0.0026920570016955025
19 307 919 282133 100 0.0025819390029937495
19 313 859 268867 47 0.0024771680000412744
19 313 877 274501 34 0.0023569029981445055
19 317 941 298297 31 0.0025009230012074113
19 317 977 309709 21 0.002101179001329001
19 317 997 316049 86 0.0024600049982836936
19 331 997 330007 72 0.002080181999190245
19 337 947 319139 86 0.002428563002467854
19 349 1019 355631 16 0.002345488999708323
19 353 773 272869 38 0.0022461400003521703
19 353 857 302521 65 0.0021427389983728062
19 353 983 346999 5 0.0022570789988094475
19 373 821 306233 2 0.002820923000399489
19 379 701 265679 10 0.002148158997442806
19 383 929 355807 56 0.0027131889983138535
19 383 1019 390277 91 0.0023180789976322558
19 397 991 393427 42 0.0022659999995084945
19 401 673 269873 15 0.002397214000666281
19 401 719 288319 35 0.002087292003125185
19 401 853 342053 88 0.0023560959998576436
19 401 877 351677 96 0.0021783019983558916
19 401 881 353281 34 0.0025825869997788686
19 409 743 303887 33 0.0023143909966165666
19 409 857 350513 64 0.002516641001420794
19 409 881 360329 100 0.002372401002503466
19 419 647 271093 98 0.0025952079995477106
19 419 661 276959 56 0.002236166998045519
19 419 673 281987 50 0.0027759820004575886
19 421 769 323749 20 0.002234108000266133
19 421 797 335537 29 0.0029049429977021646
19 431 809 348679 97 0.002351434999582125
19 433 619 268027 54 0.002528994002204854
19 443 821 363703 55 0.002296294002007926
19 443 941 416863 98 0.002284550999320345
19 443 947 419521 100 0.0023084329986886587
19 449 733 329117 46 0.0024028780026128516
19 457 823 376111 45 0.002451903998007765
19 461 661 304721 21 0.0028383629978634417
19 461 809 372949 90 0.0023799540031177457
19 461 1013 466993 10 0.0029423569976643194
19 463 1019 471797 86 0.002266019997477997
19 467 761 355387 85 0.0024438369982817676
19 467 823 384341 37 0.0025827860008575954
19 467 907 423569 32 0.0029000909999012947
19 467 967 451589 43 0.002333355998416664
19 479 673 322367 35 0.002271470999403391
19 479 857 410503 43 0.0026691450002545025
19 479 883 422957 94 0.002410616998531623
19 487 641 312167 25 0.0028037009979016148
19 487 863 420281 19 0.0021884830021008383
19 491 601 295091 88 0.002407397001661593
19 491 733 359903 61 0.0025724119986989535
19 499 613 305887 39 0.0021480959985638037
19 499 619 308881 9 0.0025480420008534566
19 499 751 374749 70 0.002187850001064362
19 499 881 439619 9 0.0023854610008129384
19 499 929 463571 87 0.002237269996840041
19 503 601 302303 72 0.0025932200005627237
19 503 887 446161 91 0.0021140160024515353
19 509 523 266207 53 0.0023410329995385837
19 509 563 286567 9 0.002404653998382855
19 509 863 439267 73 0.0024738089996390045
19 509 877 446393 95 0.0021539349982049316
19 521 659 343339 84 0.0023200429968710523
19 521 761 396481 84 0.0028120940005464945
19 521 797 415237 52 0.0024993170009111054
19 521 863 449623 97 0.0022018960007699206
19 521 947 493387 47 0.0028785180002159905
19 523 691 361393 39 0.002279475000250386
19 523 811 424153 39 0.0023923739972815383
19 523 839 438797 90 0.002255270999739878
19 541 751 406291 84 0.0023988129978533834
19 547 787 430489 9 0.0024958850008260924
19 557 659 367063 28 0.002130844997736858
19 557 733 408281 21 0.002333355998416664
19 571 757 432247 10 0.0023010320001048967
19 577 641 369857 4 0.0023061509964463767
19 577 853 492181 10 0.002255698997032596
19 587 757 444359 87 0.0023232690000440925
19 593 757 448901 17 0.0024906290018407162
19 593 839 497527 36 0.0027559609989111777
19 599 653 391147 7 0.002470007999363588
19 601 683 410483 6 0.0026797179998538923
19 601 701 421301 12 0.002459031999023864
19 601 733 440533 34 0.0024746540002524853
19 607 619 375733 16 0.0027436999989731703
19 617 661 407837 4 0.0022099159978097305
19 617 823 507791 76 0.0023963550011103507
19 619 691 427729 90 0.0024113069994200487
19 631 647 408257 98 0.002794086998619605
19 641 661 423701 28 0.002412480000202777
19 643 643 413449 41 0.002622987001814181
19 643 701 450743 33 0.0024974039988592267
19 653 751 490403 7 0.002155903999664588
19 653 797 520441 42 0.0022810580012446735
19 661 773 510953 51 0.0021746860002167523
19 677 769 520613 51 0.0024428780016023666
19 683 751 512933 1 0.0024671739993209485
20 521 1931 1006051 74 0.0025664990025688894
20 523 1999 1045477 11 0.002685531999304658
20 541 1097 593477 89 0.003397786000277847
20 541 1559 843419 60 0.002529163997678552
20 541 1907 1031687 47 0.0023459629992430564
20 557 1069 595433 62 0.002799989000777714
20 557 1459 812663 64 0.0027448610017017927
20 563 1123 632249 73 0.0023688680012128316
20 563 1511 850693 7 0.003030171999853337
20 563 1637 921631 40 0.00232611599858501
20 569 1009 574121 53 0.0025435540010221303
20 571 1201 685771 14 0.0031264099998224992
20 571 1327 757717 43 0.0024588560008851346
20 571 1823 1040933 29 0.002935469001386082
20 577 1699 980323 71 0.002563576999818906
20 577 1789 1032253 75 0.0027224520017625764
20 587 1163 682681 6 0.002731770000536926
20 587 1307 767209 100 0.002566856001067208
20 587 1327 778949 99 0.0033588439982850105
20 587 1399 821213 66 0.0027201539996895008
20 593 967 573431 88 0.002550125998823205
20 593 1171 694403 11 0.0030316010015667416
20 593 1667 988531 33 0.002736955000727903
20 601 877 527077 6 0.0026738990018202458
20 607 971 589397 70 0.0023845450014050584
20 607 1279 776353 24 0.0025647139991633594
20 607 1523 924461 83 0.0025092610012507066
20 613 1031 632003 10 0.002656348002346931
20 613 1097 672461 12 0.0029057460014882963
20 613 1291 791383 69 0.0026322340017941315
20 613 1459 894367 50 0.0025063409993890673
20 617 1051 648467 72 0.0026537019984971266
20 617 1093 674381 5 0.002902707001339877
20 619 1181 731039 77 0.0028351530017971527
20 619 1229 760751 55 0.0023796739988029003
20 631 1069 674539 87 0.0026825290005945135
20 631 1087 685897 69 0.0031969810006557964
20 631 1559 983729 11 0.0031395600017276593
20 631 1571 991301 60 0.0026278490004187915
20 641 919 589079 21 0.002458642000419786
20 643 1013 651359 87 0.0026804280023497995
20 643 1039 668077 64 0.002472566000506049
20 643 1481 952283 42 0.0028029860004608054
20 643 1493 959999 17 0.002382312999543501
20 643 1607 1033301 73 0.0024263079976662993
20 653 911 594883 74 0.0026765900001919363
20 653 991 647123 84 0.002398897999228211
20 653 997 651041 41 0.0029607680007757153
20 653 1459 952727 65 0.002767613001196878
20 661 1553 1026533 8 0.0031166339977062307
20 673 857 576761 86 0.0022309550004138146
20 673 1217 819041 8 0.0026371170024503954
20 673 1471 989983 31 0.003022824999789009
20 673 1481 996713 48 0.002756590001808945
20 683 787 537521 88 0.0026654819994291756
20 683 911 622213 97 0.0023263090006366838
20 683 1033 705539 15 0.003386273001524387
20 683 1117 762911 85 0.0028709379985230044
20 691 1327 916957 45 0.002453381999657722
20 691 1373 948743 61 0.003101057001913432
20 691 1493 1031663 15 0.002322257998457644
20 701 953 668053 84 0.002927109999291133
20 701 1061 743761 83 0.00347988199791871
20 701 1129 791429 68 0.0035441020008875057
20 709 881 624629 53 0.002319218998309225
20 709 1093 774937 16 0.002399938999587903
20 727 1181 858587 26 0.0025016050021804404
20 727 1237 899299 87 0.003121122997981729
20 733 1289 944837 26 0.0032060450030257925
20 739 1361 1005779 54 0.0026060670024889987
20 743 1031 766033 65 0.002614149998407811
20 743 1061 788323 90 0.0026133249994018115
20 751 863 648113 63 0.00257358399903751
20 751 1289 968039 30 0.0027140279999002814
20 757 1181 894017 10 0.0024811319999571424
20 757 1259 953063 8 0.002776723002170911
20 761 1361 1035721 45 0.0027855219996126834
20 769 967 743623 88 0.0024257870027213357
20 769 1061 815909 32 0.0032781139998405706
20 773 1181 912913 69 0.0033326409975416027
20 787 887 698069 55 0.0026699549998738803
20 809 1039 840551 98 0.0029189439992478583
20 809 1129 913361 38 0.0028982330004510004
20 809 1283 1037947 88 0.0025634049998188857
20 811 1049 850739 81 0.003218347999791149
20 823 829 682267 83 0.0029017380002187565
20 823 1153 948919 25 0.0025479799987806473
20 823 1193 981839 6 0.002942635001090821
20 823 1249 1027927 85 0.0028958990005776286
20 827 1187 981649 98 0.0026802739994309377
20 829 1091 904439 6 0.003118071999779204
20 839 1231 1032809 47 0.003422035999392392
20 859 1069 918271 14 0.003075410997553263
20 859 1213 1041967 99 0.00266005000230507
20 877 997 874369 3 0.003006882001500344
20 881 1063 936503 8 0.00292333899778896
20 883 907 800881 23 0.0026725479983724654
20 887 977 866599 49 0.00275839100140729
20 911 1097 999367 6 0.0031549560007988475
20 1009 1031 1040279 39 0.0030995679990155622
21 541 1973 1067393 40 0.0026200760003121104
21 569 1999 1137431 63 0.0028426409990061074
21 571 2017 1151707 70 0.0026495040001464076
21 577 1993 1149961 100 0.0028277249984967057
21 587 1901 1115887 13 0.003042387997993501
21 641 1667 1068547 17 0.0028141030015831348
21 641 1721 1103161 75 0.0025282530004915316
21 647 1997 1292059 49 0.0028162589987914544
21 659 1733 1142047 56 0.002272685000207275
21 659 1987 1309433 73 0.0032481479975103866
21 673 1831 1232263 8 0.0028458820015657693
21 683 1747 1193201 47 0.003156806000333745
21 691 2011 1389601 9 0.0026721599970187526
21 719 1693 1217267 86 0.002940993999800412
21 727 1823 1325321 54 0.002770977000182029
21 727 1933 1405291 72 0.003110895999270724
21 733 1489 1091437 56 0.0033657860003586393
21 757 1489 1127173 28 0.0025077259997488
21 769 1669 1283461 51 0.0029277459980221465
21 797 1553 1237741 5 0.0028359629977785517
21 809 1669 1350221 42 0.0031453820010938216
21 823 1579 1299517 42 0.002698266998777399
21 827 1327 1097429 60 0.0032496280000486877
21 827 1559 1289293 57 0.002847723000741098
21 839 1663 1395257 21 0.0025869429991871584
21 853 1459 1244527 25 0.002827976997650694
21 853 1871 1595963 3 0.00309243900119327
21 857 1439 1233223 19 0.00284559600186185
21 859 1699 1459441 17 0.0032371739980590064
21 863 1277 1102051 83 0.002666803000465734
21 881 1823 1606063 81 0.002630046001286246
21 881 1879 1655399 50 0.0026741879992187023
21 883 1201 1060483 98 0.002810089998092735
21 883 1453 1282999 92 0.0032751350008766167
21 883 1567 1383661 3 0.0025694659998407587
21 883 1973 1742159 12 0.0033304749995295424
21 887 1307 1159309 55 0.0026340609983890317
21 887 1601 1420087 20 0.0028263090025575366
21 919 1303 1197457 74 0.002641408002091339
21 919 1873 1721287 57 0.002542832000472117
21 929 1129 1048841 50 0.002663456998561742
21 929 1609 1494761 45 0.0032055470001068898
21 941 1381 1299521 53 0.0024345740021090023
21 947 1907 1805929 66 0.0030802630026300903
21 947 1951 1847597 51 0.0027074579993495718
21 953 1777 1693481 78 0.002991361001477344
21 971 1097 1065187 61 0.004186859998299042
21 971 1567 1521557 55 0.0025015259998326655
21 971 1637 1589527 54 0.0027591739999479614
21 977 1439 1405903 59 0.002652660998137435
21 977 2039 1992103 45 0.002531665999413235
21 983 1301 1278883 37 0.002868018000299344
21 983 1601 1573783 35 0.0027814399982162286
21 991 1951 1933441 74 0.0027019080007448792
21 1021 1031 1052651 27 0.002513104001991451
21 1033 1039 1073287 58 0.002446343998599332
21 1049 1187 1245163 8 0.0026705970012699254
21 1049 1277 1339573 51 0.002734795998549089
21 1049 1601 1679449 5 0.003176681999320863
21 1051 1471 1546021 97 0.002578446001280099
21 1061 1543 1637123 75 0.0036800380003114697
21 1061 1579 1675319 29 0.0028978890004509594
21 1061 1777 1885397 92 0.0026383459990029223
21 1061 1949 2067889 60 0.00281730200003949
21 1063 1861 1978243 92 0.0027132700015499722
21 1069 1607 1717883 29 0.003451060998486355
21 1069 1699 1816231 28 0.0031152369992923923
21 1069 1723 1841887 18 0.0028048989988747053
21 1091 1637 1785967 4 0.0031802390003576875
21 1091 1901 2073991 36 0.0028543720000016037
21 1093 1697 1854821 79 0.002815245999954641
21 1093 1723 1883239 37 0.002933214997028699
21 1097 1721 1887937 28 0.0026920240015897434
21 1103 1259 1388677 62 0.0029120679973857477
21 1153 1217 1403201 85 0.002619751001475379
21 1153 1447 1668391 85 0.0034521130000939593
21 1163 1381 1606103 88 0.002951965001557255
21 1171 1553 1818563 3 0.0027491379987623077
21 1187 1423 1689101 29 0.0028260480030439794
21 1187 1459 1731833 26 0.0025674499993328936
21 1187 1753 2080811 22 0.0025562070004525594
21 1193 1361 1623673 73 0.002503994997823611
21 1193 1367 1630831 62 0.002389329998550238
21 1201 1481 1778681 73 0.002635231998283416
21 1213 1669 2024497 19 0.0031699300016043708
21 1223 1259 1539757 69 0.0026453589998709504
21 1229 1481 1820149 38 0.002683537997654639
21 1249 1447 1807303 22 0.0029192769979999866
21 1259 1319 1660621 41 0.002573609999672044
21 1259 1523 1917457 29 0.0029592089995276183
21 1277 1399 1786523 67 0.002573301000666106
21 1279 1451 1855829 67 0.003301013002783293
21 1297 1489 1931233 13 0.0028255979996174574
21 1301 1409 1833109 34 0.002492589999746997
21 1301 1459 1898159 47 0.0028588169989234302
21 1307 1559 2037613 21 0.002647286997671472
21 1367 1453 1986251 95 0.0029002970004512463
21 1381 1451 2003831 87 0.0027041059984185267
21 1381 1481 2045261 34 0.002898479000577936
21 1409 1429 2013461 40 0.003002883000590373
22 1039 3769 3915991 5 0.0031352090009022504
22 1049 2551 2675999 20 0.0033259580013691448
22 1049 2957 3101893 88 0.004016936996777076
22 1049 3061 3210989 32 0.0038993980015220586
22 1051 3593 3776243 13 0.003229475001717219
22 1061 2309 2449849 57 0.0029874970023229253
22 1063 2677 2845651 39 0.003393747996597085
22 1069 3767 4026923 57 0.003431232998991618
22 1069 3779 4039751 56 0.002917132998845773
22 1091 2083 2272553 88 0.0026938830014842097
22 1091 3181 3470471 22 0.005249425001238706
22 1103 3011 3321133 35 0.002738447998126503
22 1103 3323 3665269 91 0.0029194580019975547
22 1117 2389 2668513 78 0.003069156999117695
22 1117 2617 2923189 78 0.0031951589990057983
22 1117 3299 3684983 30 0.0029103849992679898
22 1117 3449 3852533 32 0.0039188490009109955
22 1123 2719 3053437 76 0.004085395001311554
22 1123 3529 3963067 9 0.004775575998792192
22 1129 2687 3033623 100 0.0031165330001385882
22 1129 3527 3981983 12 0.0028357449991744943
22 1153 2389 2754517 59 0.002800068999931682
22 1181 2953 3487493 93 0.002587224000308197
22 1181 3121 3685901 60 0.0030588310000894126
22 1187 2099 2491513 2 0.0026832500007003546
22 1193 2083 2485019 80 0.00274886699844501
22 1193 3329 3971497 40 0.0031400510015373584
22 1213 2381 2888153 42 0.0033883059986692388
22 1217 3253 3958901 71 0.003146662998915417
22 1223 1997 2442331 52 0.0034096359995601233
22 1223 3191 3902593 41 0.0030595499993069097
22 1229 1987 2442023 56 0.003073307998420205
22 1231 1831 2253961 95 0.0028352869994705543
22 1237 2887 3571219 28 0.00293268599853036
22 1249 2203 2751547 64 0.0047347939980681986
22 1259 1667 2098753 16 0.0036942930018994957
22 1259 2297 2891923 80 0.003233532999729505
22 1279 2297 2937863 91 0.0030987149984866846
22 1291 2393 3089363 87 0.004050559000461362
22 1291 2437 3146167 73 0.002743332999671111
22 1291 3089 3987899 66 0.0032711739986552857
22 1301 2393 3113293 97 0.003208811998774763
22 1303 1861 2424883 43 0.002747557999100536
