# bitsize(pq) p q pq trialdiv
22 1697 2393 4060921 8.82148742676e-06
22 1699 1997 3392903 9.05990600586e-06
22 1709 2069 3535921 9.05990600586e-06
22 1709 2423 4140907 9.05990600586e-06
22 1721 2389 4111469 9.77516174316e-06
22 1723 2357 4061111 9.05990600586e-06
22 1741 2111 3675251 9.05990600586e-06
22 1759 1823 3206657 8.82148742676e-06
22 1759 1867 3284053 9.05990600586e-06
22 1783 2029 3617707 9.05990600586e-06
22 1801 2161 3891961 9.77516174316e-06
22 1847 2089 3858383 9.05990600586e-06
23 1123 3803 4270769 8.10623168945e-06
23 1151 4007 4612057 7.86781311035e-06
23 1171 3797 4446287 7.86781311035e-06
23 1231 4007 4932617 7.86781311035e-06
23 1249 3823 4774927 7.86781311035e-06
23 1277 3821 4879417 7.86781311035e-06
23 1283 3539 4540537 7.86781311035e-06
23 1303 3907 5090821 7.86781311035e-06
23 1303 3919 5106457 7.86781311035e-06
23 1361 3793 5162273 7.86781311035e-06
23 1367 3251 4444117 7.86781311035e-06
23 1373 3989 5476897 8.82148742676e-06
23 1471 3119 4588049 9.05990600586e-06
23 1471 3329 4896959 7.86781311035e-06
23 1481 3767 5578927 8.10623168945e-06
23 1487 3469 5158403 9.05990600586e-06
23 1489 2843 4233227 9.05990600586e-06
23 1493 4091 6107863 8.10623168945e-06
23 1499 3137 4702363 8.10623168945e-06
23 1499 3389 5080111 8.10623168945e-06
23 1531 4073 6235763 8.10623168945e-06
23 1531 4093 6266383 9.05990600586e-06
23 1549 2719 4211731 8.82148742676e-06
23 1553 3923 6092419 9.05990600586e-06
23 1559 3911 6097249 9.05990600586e-06
23 1601 3659 5858059 9.05990600586e-06
23 1609 2741 4410269 9.05990600586e-06
23 1609 3719 5983871 9.05990600586e-06
23 1621 3371 5464391 8.10623168945e-06
23 1621 3643 5905303 9.05990600586e-06
23 1627 3083 5016041 1.00135803223e-05
23 1637 2659 4352783 9.77516174316e-06
23 1667 2719 4532573 9.05990600586e-06
23 1699 2731 4639969 1.00135803223e-05
23 1699 3257 5533643 1.00135803223e-05
23 1721 3673 6321233 9.05990600586e-06
23 1721 3709 6383189 8.82148742676e-06
23 1723 3323 5725529 9.05990600586e-06
23 1741 3191 5555531 9.05990600586e-06
23 1747 2671 4666237 8.82148742676e-06
23 1747 3271 5714437 9.05990600586e-06
23 1783 2371 4227493 9.05990600586e-06
23 1783 3463 6174529 1.00135803223e-05
23 1801 4001 7205801 9.05990600586e-06
23 1811 2861 5181271 9.05990600586e-06
23 1861 2819 5246159 9.77516174316e-06
23 1873 2297 4302281 9.77516174316e-06
23 1901 2437 4632737 9.05990600586e-06
23 1913 2741 5243533 1.00135803223e-05
23 1931 2719 5250389 1.00135803223e-05
23 1951 2357 4598507 9.05990600586e-06
23 1979 2351 4652629 1.31130218506e-05
23 1979 2897 5733163 1.09672546387e-05
23 1999 2801 5599199 1.00135803223e-05
23 2017 3607 7275319 1.00135803223e-05
23 2029 3461 7022369 1.00135803223e-05
23 2053 2693 5528729 1.00135803223e-05
23 2063 2663 5493769 1.09672546387e-05
23 2083 3203 6671849 1.00135803223e-05
23 2083 3271 6813493 1.00135803223e-05
23 2087 2539 5298893 9.77516174316e-06
23 2113 3739 7900507 1.00135803223e-05
23 2129 2621 5580109 1.00135803223e-05
23 2137 2767 5913079 9.77516174316e-06
23 2137 3557 7601309 1.00135803223e-05
23 2141 3407 7294387 1.00135803223e-05
23 2161 3463 7483543 1.00135803223e-05
23 2179 2917 6356143 1.00135803223e-05
23 2179 3319 7232101 1.00135803223e-05
23 2179 3463 7545877 1.09672546387e-05
23 2203 3169 6981307 1.12056732178e-05
23 2203 3557 7836071 1.00135803223e-05
23 2221 3331 7398151 1.09672546387e-05
23 2239 2351 5263889 1.00135803223e-05
23 2243 3109 6973487 1.09672546387e-05
23 2251 2819 6345569 1.09672546387e-05
23 2281 2797 6379957 1.09672546387e-05
23 2293 2969 6807917 1.00135803223e-05
23 2297 2381 5469157 1.09672546387e-05
23 2311 2707 6255877 1.19209289551e-05
23 2333 3067 7155311 1.09672546387e-05
23 2339 2819 6593641 1.31130218506e-05
23 2339 3559 8324501 1.09672546387e-05
23 2351 2441 5738791 1.09672546387e-05
23 2351 2671 6279521 1.09672546387e-05
23 2351 2683 6307733 1.09672546387e-05
23 2351 2699 6345349 1.09672546387e-05
23 2357 2671 6295547 1.09672546387e-05
23 2357 2971 7002647 1.09672546387e-05
23 2371 2447 5801837 1.09672546387e-05
23 2393 3331 7971083 1.09672546387e-05
23 2399 2621 6287779 1.09672546387e-05
23 2411 3109 7495799 1.09672546387e-05
23 2411 3407 8214277 1.00135803223e-05
23 2467 2789 6880463 1.12056732178e-05
23 2473 2707 6694411 1.09672546387e-05
23 2531 2969 7514539 1.09672546387e-05
23 2531 3301 8354831 1.09672546387e-05
23 2749 2999 8244251 1.19209289551e-05
23 2833 2957 8377181 1.21593475342e-05
24 2053 4649 9544397 1.00135803223e-05
24 2053 4871 10000163 9.77516174316e-06
24 2081 5483 11410123 1.00135803223e-05
24 2081 7393 15384833 1.12056732178e-05
24 2083 4127 8596541 1.09672546387e-05
24 2087 4951 10332737 9.77516174316e-06
24 2111 7253 15311083 1.09672546387e-05
24 2113 7019 14831147 1.00135803223e-05
24 2141 6553 14029973 1.00135803223e-05
24 2179 4973 10836167 1.00135803223e-05
24 2203 7079 15595037 1.00135803223e-05
24 2213 4751 10513963 1.00135803223e-05
24 2221 4657 10343197 1.00135803223e-05
24 2239 5843 13082477 1.09672546387e-05
24 2239 7297 16337983 1.12056732178e-05
24 2243 7351 16488293 1.00135803223e-05
24 2251 6959 15664709 1.12056732178e-05
24 2267 5743 13019381 1.00135803223e-05
24 2267 5981 13558927 1.00135803223e-05
24 2267 6067 13753889 1.00135803223e-05
24 2273 6947 15790531 1.00135803223e-05
24 2273 6991 15890543 1.09672546387e-05
24 2281 7213 16452853 1.09672546387e-05
24 2287 5659 12942133 1.12056732178e-05
24 2293 6113 14017109 1.00135803223e-05
24 2297 7283 16729051 1.00135803223e-05
